dttm,th,origin
2021-12-27T00:00:00Z,8.663,H
2021-12-27T01:00:00Z,8.878,H
2021-12-27T02:00:00Z,8.879,H
2021-12-27T03:00:00Z,7.815,H
2021-12-27T04:00:00Z,7.347,H
2021-12-27T05:00:00Z,7.263,H
2021-12-27T06:00:00Z,7.213,H
2021-12-27T07:00:00Z,6.097,H
2021-12-27T08:00:00Z,5.398,H
2021-12-27T09:00:00Z,5.859,H
2021-12-27T10:00:00Z,7.027,H
2021-12-27T11:00:00Z,8.48,H
2021-12-27T12:00:00Z,9.587,H
2021-12-27T13:00:00Z,9.636,H
2021-12-27T14:00:00Z,9.093,H
2021-12-27T15:00:00Z,9.669,H
2021-12-27T16:00:00Z,9.225,H
2021-12-27T17:00:00Z,9.241,H
2021-12-27T18:00:00Z,10.226,H
2021-12-27T19:00:00Z,10.128,H
2021-12-27T20:00:00Z,10.21,H
2021-12-27T21:00:00Z,10.878,R
2021-12-27T22:00:00Z,10.537,H
2021-12-27T23:00:00Z,10.602,H
2021-12-28T00:00:00Z,10.488,H
2021-12-28T01:00:00Z,10.39,H
2021-12-28T02:00:00Z,10.292,H
2021-12-28T03:00:00Z,10.667,H
2021-12-28T04:00:00Z,10.585,H
2021-12-28T05:00:00Z,10.242,H
2021-12-28T06:00:00Z,11.285,H
2021-12-28T07:00:00Z,11.155,H
2021-12-28T08:00:00Z,11.366,H
2021-12-28T09:00:00Z,11.738,H
2021-12-28T10:00:00Z,12.255,H
2021-12-28T11:00:00Z,13.044,H
2021-12-28T12:00:00Z,13.381,H
2021-12-28T13:00:00Z,12.883,H
2021-12-28T14:00:00Z,12.352,H
2021-12-28T15:00:00Z,11.268,H
2021-12-28T16:00:00Z,10.846,H
2021-12-28T17:00:00Z,10.585,H
2021-12-28T18:00:00Z,10.471,H
2021-12-28T19:00:00Z,10.667,H
2021-12-28T20:00:00Z,10.504,H
2021-12-28T21:00:00Z,10.569,H
2021-12-28T22:00:00Z,10.455,H
2021-12-28T23:00:00Z,10.781,R
2021-12-29T00:00:00Z,10.226,H
2021-12-29T01:00:00Z,10.03,H
2021-12-29T02:00:00Z,9.883,H
2021-12-29T03:00:00Z,9.998,H
2021-12-29T04:00:00Z,9.916,H
2021-12-29T05:00:00Z,9.801,H
2021-12-29T06:00:00Z,9.702,H
2021-12-29T07:00:00Z,9.768,H
2021-12-29T08:00:00Z,9.916,H
2021-12-29T09:00:00Z,10.275,H
2021-12-29T10:00:00Z,10.193,H
2021-12-29T11:00:00Z,9.291,H
2021-12-29T12:00:00Z,9.406,H
2021-12-29T13:00:00Z,9.719,H
2021-12-29T14:00:00Z,9.636,H
2021-12-29T15:00:00Z,10.959,H
2021-12-29T16:00:00Z,11.835,H
2021-12-29T17:00:00Z,12.304,H
2021-12-29T18:00:00Z,12.851,H
2021-12-29T19:00:00Z,12.964,H
2021-12-29T20:00:00Z,13.494,H
2021-12-29T21:00:00Z,13.654,H
2021-12-29T22:00:00Z,13.75,H
2021-12-29T23:00:00Z,13.75,H
2021-12-30T00:00:00Z,13.622,H
2021-12-30T01:00:00Z,13.461,H
2021-12-30T02:00:00Z,13.686,H
2021-12-30T03:00:00Z,13.83,H
2021-12-30T04:00:00Z,14.054,H
2021-12-30T05:00:00Z,14.15,H
2021-12-30T06:00:00Z,14.07,H
2021-12-30T07:00:00Z,14.246,H
2021-12-30T08:00:00Z,14.357,H
2021-12-30T09:00:00Z,14.613,H
2021-12-30T10:00:00Z,15.027,H
2021-12-30T11:00:00Z,15.601,H
2021-12-30T12:00:00Z,16.014,H
2021-12-30T13:00:00Z,16.411,H
2021-12-30T14:00:00Z,15.998,H
2021-12-30T15:00:00Z,15.489,H
2021-12-30T16:00:00Z,15.075,H
2021-12-30T17:00:00Z,14.709,H
2021-12-30T18:00:00Z,14.772,H
2021-12-30T19:00:00Z,14.278,H
2021-12-30T20:00:00Z,13.83,H
2021-12-30T21:00:00Z,12.61,H
2021-12-30T22:00:00Z,10.682,H
2021-12-30T23:00:00Z,9.439,H
2021-12-31T00:00:00Z,8.614,H
2021-12-31T01:00:00Z,7.866,H
2021-12-31T02:00:00Z,7.364,H
2021-12-31T03:00:00Z,6.961,H
2021-12-31T04:00:00Z,6.505,H
2021-12-31T05:00:00Z,6.251,H
2021-12-31T06:00:00Z,6.251,H
2021-12-31T07:00:00Z,5.86,H
2021-12-31T08:00:00Z,5.638,H
2021-12-31T09:00:00Z,6.402,H
2021-12-31T10:00:00Z,8.38,H
2021-12-31T11:00:00Z,10.291,H
2021-12-31T12:00:00Z,13.493,R
2021-12-31T13:00:00Z,14.715,R
2021-12-31T14:00:00Z,16.932,R
2021-12-31T15:00:00Z,16.316,H
2021-12-31T16:00:00Z,15.33,H
2021-12-31T17:00:00Z,14.852,H
2021-12-31T18:00:00Z,14.054,H
2021-12-31T19:00:00Z,14.054,H
2021-12-31T20:00:00Z,14.246,H
2021-12-31T21:00:00Z,13.22,H
2021-12-31T22:00:00Z,11.641,H
2021-12-31T23:00:00Z,9.766,H
2022-01-01T00:00:00Z,8.048,H
2022-01-01T01:00:00Z,6.96,H
2022-01-01T02:00:00Z,6.013,H
2022-01-01T03:00:00Z,5.278,H
2022-01-01T04:00:00Z,5.192,H
2022-01-01T05:00:00Z,5.227,H
2022-01-01T06:00:00Z,5.037,H
2022-01-01T07:00:00Z,4.779,H
2022-01-01T08:00:00Z,4.813,H
2022-01-01T09:00:00Z,5.773,H
2022-01-01T10:00:00Z,7.547,H
2022-01-01T11:00:00Z,9.831,H
2022-01-01T12:00:00Z,12.124,H
2022-01-01T13:00:00Z,14.704,R
2022-01-01T14:00:00Z,15.37,R
2022-01-01T15:00:00Z,13.396,H
2022-01-01T16:00:00Z,11.348,H
2022-01-01T17:00:00Z,9.39,H
2022-01-01T18:00:00Z,8.315,H
2022-01-01T19:00:00Z,7.179,H
2022-01-01T20:00:00Z,6.387,H
2022-01-01T21:00:00Z,6.437,H
2022-01-01T22:00:00Z,6.03,H
2022-01-01T23:00:00Z,6.115,H
2022-01-02T00:00:00Z,6.455,H
2022-01-02T01:00:00Z,5.944,H
2022-01-02T02:00:00Z,5.569,H
2022-01-02T03:00:00Z,5.416,H
2022-01-02T04:00:00Z,5.398,H
2022-01-02T05:00:00Z,5.313,H
2022-01-02T06:00:00Z,5.175,H
2022-01-02T07:00:00Z,5.638,H
2022-01-02T08:00:00Z,6.132,H
2022-01-02T09:00:00Z,7.027,H
2022-01-02T10:00:00Z,12.206,R
2022-01-02T11:00:00Z,14.277,H
2022-01-02T12:00:00Z,14.788,H
2022-01-02T13:00:00Z,16.129,R
2022-01-02T14:00:00Z,16.84,H
2022-01-02T15:00:00Z,16.205,H
2022-01-02T16:00:00Z,15.505,H
2022-01-02T17:00:00Z,14.996,H
2022-01-02T18:00:00Z,14.453,H
2022-01-02T19:00:00Z,14.07,H
2022-01-02T20:00:00Z,13.493,H
2022-01-02T21:00:00Z,13.06,H
2022-01-02T22:00:00Z,12.771,H
2022-01-02T23:00:00Z,12.706,H
2022-01-03T00:00:00Z,12.561,H
2022-01-03T01:00:00Z,12.272,H
2022-01-03T02:00:00Z,12.094,H
2022-01-03T03:00:00Z,11.932,H
2022-01-03T04:00:00Z,11.706,H
2022-01-03T05:00:00Z,11.496,H
2022-01-03T06:00:00Z,11.383,H
2022-01-03T07:00:00Z,11.317,H
2022-01-03T08:00:00Z,11.285,H
2022-01-03T09:00:00Z,11.463,H
2022-01-03T10:00:00Z,11.738,H
2022-01-03T11:00:00Z,11.916,H
2022-01-03T12:00:00Z,12.126,H
2022-01-03T13:00:00Z,12.288,H
2022-01-03T14:00:00Z,12.465,H
2022-01-03T15:00:00Z,12.514,H
2022-01-03T16:00:00Z,12.175,H
2022-01-03T17:00:00Z,11.997,H
2022-01-03T18:00:00Z,11.965,H
2022-01-03T19:00:00Z,12.158,H
2022-01-03T20:00:00Z,12.417,H
2022-01-03T21:00:00Z,12.722,H
2022-01-03T22:00:00Z,13.06,H
2022-01-03T23:00:00Z,13.044,H
2022-01-04T00:00:00Z,12.964,H
2022-01-04T01:00:00Z,12.787,H
2022-01-04T02:00:00Z,13.205,H
2022-01-04T03:00:00Z,13.59,H
2022-01-04T04:00:00Z,13.333,H
2022-01-04T05:00:00Z,12.417,H
2022-01-04T06:00:00Z,12.642,H
2022-01-04T07:00:00Z,14.165,H
2022-01-04T08:00:00Z,15.33,H
2022-01-04T09:00:00Z,15.409,H
2022-01-04T10:00:00Z,15.903,H
2022-01-04T11:00:00Z,16.427,H
2022-01-04T12:00:00Z,15.489,H
2022-01-04T13:00:00Z,13.782,H
2022-01-04T14:00:00Z,12.158,H
2022-01-04T15:00:00Z,12.094,H
2022-01-04T16:00:00Z,12.272,H
2022-01-04T17:00:00Z,10.157,R
2022-01-04T18:00:00Z,7.665,H
2022-01-04T19:00:00Z,7.213,H
2022-01-04T20:00:00Z,6.234,H
2022-01-04T21:00:00Z,5.638,H
2022-01-04T22:00:00Z,5.433,H
2022-01-04T23:00:00Z,4.831,H
2022-01-05T00:00:00Z,4.536,H
2022-01-05T01:00:00Z,4.88,H
2022-01-05T02:00:00Z,6.013,H
2022-01-05T03:00:00Z,6.183,H
2022-01-05T04:00:00Z,6.098,H
2022-01-05T05:00:00Z,5.723,H
2022-01-05T06:00:00Z,3.943,H
2022-01-05T07:00:00Z,3.525,H
2022-01-05T08:00:00Z,3.172,H
2022-01-05T09:00:00Z,2.854,H
2022-01-05T10:00:00Z,3.119,H
2022-01-05T11:00:00Z,2.87,H
2022-01-05T12:00:00Z,3.875,H
2022-01-05T13:00:00Z,4.719,R
2022-01-05T14:00:00Z,5.441,R
2022-01-05T15:00:00Z,4.431,H
2022-01-05T16:00:00Z,3.736,H
2022-01-05T17:00:00Z,3.313,H
2022-01-05T18:00:00Z,3.084,H
2022-01-05T19:00:00Z,3.049,H
2022-01-05T20:00:00Z,3.386,R
2022-01-05T21:00:00Z,3.414,R
2022-01-05T22:00:00Z,2.996,H
2022-01-05T23:00:00Z,2.837,H
2022-01-06T00:00:00Z,3.137,H
2022-01-06T01:00:00Z,2.961,H
2022-01-06T02:00:00Z,2.285,H
2022-01-06T03:00:00Z,1.98,H
2022-01-06T04:00:00Z,1.8,H
2022-01-06T05:00:00Z,1.872,H
2022-01-06T06:00:00Z,1.872,H
2022-01-06T07:00:00Z,1.439,H
2022-01-06T08:00:00Z,1.348,H
2022-01-06T09:00:00Z,1.692,H
2022-01-06T10:00:00Z,2.481,H
2022-01-06T11:00:00Z,3.084,H
2022-01-06T12:00:00Z,4.119,H
2022-01-06T13:00:00Z,4.242,H
2022-01-06T14:00:00Z,4.45,H
2022-01-06T15:00:00Z,4.588,H
2022-01-06T16:00:00Z,3.242,H
2022-01-06T17:00:00Z,1.8,H
2022-01-06T18:00:00Z,1.076,H
2022-01-06T19:00:00Z,1.094,H
2022-01-06T20:00:00Z,0.692,H
2022-01-06T21:00:00Z,-0.195,H
2022-01-06T22:00:00Z,-0.793,H
2022-01-06T23:00:00Z,-1.133,H
2022-01-07T00:00:00Z,-1.437,H
2022-01-07T01:00:00Z,-1.494,H
2022-01-07T02:00:00Z,-1.646,H
2022-01-07T03:00:00Z,-1.665,H
2022-01-07T04:00:00Z,-1.646,H
2022-01-07T05:00:00Z,-1.418,H
2022-01-07T06:00:00Z,-1.171,H
2022-01-07T07:00:00Z,-0.831,H
2022-01-07T08:00:00Z,-0.737,H
2022-01-07T09:00:00Z,0.082,H
2022-01-07T10:00:00Z,2.816,H
2022-01-07T11:00:00Z,3.208,H
2022-01-07T12:00:00Z,3.349,H
2022-01-07T13:00:00Z,3.437,H
2022-01-07T14:00:00Z,3.648,H
2022-01-07T15:00:00Z,3.559,H
2022-01-07T16:00:00Z,3.683,H
2022-01-07T17:00:00Z,2.799,H
2022-01-07T18:00:00Z,2.481,H
2022-01-07T19:00:00Z,2.624,H
2022-01-07T20:00:00Z,2.943,H
2022-01-07T21:00:00Z,3.437,H
2022-01-07T22:00:00Z,3.507,H
2022-01-07T23:00:00Z,4.136,H
2022-01-08T00:00:00Z,4.865,H
2022-01-08T01:00:00Z,5.123,H
2022-01-08T02:00:00Z,4.189,H
2022-01-08T03:00:00Z,4.015,H
2022-01-08T04:00:00Z,3.946,H
2022-01-08T05:00:00Z,3.753,H
2022-01-08T06:00:00Z,3.437,H
2022-01-08T07:00:00Z,3.014,H
2022-01-08T08:00:00Z,2.588,H
2022-01-08T09:00:00Z,2.854,H
2022-01-08T10:00:00Z,3.402,H
2022-01-08T11:00:00Z,4.397,H
2022-01-08T12:00:00Z,4.64,H
2022-01-08T13:00:00Z,4.785,R
2022-01-08T14:00:00Z,6.047,H
2022-01-08T15:00:00Z,5.894,H
2022-01-08T16:00:00Z,5.723,H
2022-01-08T17:00:00Z,6.098,H
2022-01-08T18:00:00Z,6.401,R
2022-01-08T19:00:00Z,6.775,H
2022-01-08T20:00:00Z,7.179,H
2022-01-08T21:00:00Z,7.213,H
2022-01-08T22:00:00Z,7.582,H
2022-01-08T23:00:00Z,7.848,H
2022-01-09T00:00:00Z,6.708,H
2022-01-09T01:00:00Z,6.994,H
2022-01-09T02:00:00Z,7.011,H
2022-01-09T03:00:00Z,6.37,H
2022-01-09T04:00:00Z,4.722,H
2022-01-09T05:00:00Z,3.49,H
2022-01-09T06:00:00Z,3.525,H
2022-01-09T07:00:00Z,3.525,H
2022-01-09T08:00:00Z,3.507,H
2022-01-09T09:00:00Z,3.683,H
2022-01-09T10:00:00Z,4.206,H
2022-01-09T11:00:00Z,4.744,H
2022-01-09T12:00:00Z,4.675,H
2022-01-09T13:00:00Z,6.011,R
2022-01-09T14:00:00Z,6.104,R
2022-01-09T15:00:00Z,5.536,R
2022-01-09T16:00:00Z,4.796,H
2022-01-09T17:00:00Z,4.363,H
2022-01-09T18:00:00Z,4.067,H
2022-01-09T19:00:00Z,4.189,H
2022-01-09T20:00:00Z,3.893,H
2022-01-09T21:00:00Z,3.84,H
2022-01-09T22:00:00Z,3.49,H
2022-01-09T23:00:00Z,2.854,H
